t,x,y,p
205202,1211,147,0
205202,970,598,0
205202,830,710,1
205204,440,614,1
205205,283,551,0
205206,778,481,0
205208,1047,226,1
205214,763,716,0
205215,143,461,1
205216,1170,208,0
205216,1140,68,0
205217,652,346,0
205217,1075,140,0
205218,1154,636,1
205228,224,103,1
205229,149,365,0
205230,890,376,1
205231,534,364,0
205234,1179,457,1
205236,798,475,0
205238,300,4,0
205239,271,500,1
205241,84,266,0
205242,274,503,1
205244,883,445,1
205244,1146,237,0
205245,1174,55,0
205245,80,273,1
205246,8,340,1
205246,648,216,0
205247,553,659,0
205251,808,586,0
205251,298,234,0
205251,116,130,0
205255,437,419,0
205259,1016,443,1
205262,533,523,0
205263,555,197,1
205265,987,208,1
205265,487,524,1
205266,318,134,0
205268,265,491,1
205268,1200,510,0
205273,157,506,1
205275,270,24,1
205277,969,23,0
205278,527,205,0
205278,545,533,0
205279,883,429,0
205280,80,267,0
205281,1102,665,0
205281,497,431,0
205285,405,329,0
205286,900,217,0
205291,768,479,0
205298,464,520,1
205299,789,137,1
205302,1130,680,0
205303,741,336,0
205305,138,319,0
205305,1014,433,1
205306,632,711,0
205306,1262,522,0
205309,500,563,0
205311,58,156,1
205313,374,677,0
205314,25,333,0
205316,752,152,0
205317,511,240,0
205317,397,155,1
205317,911,479,1
205319,358,559,0
205320,38,32,1
205322,182,702,1
205324,1078,308,1
205329,863,451,1
205330,843,423,1
205331,675,22,0
205332,154,300,0
205336,344,656,1
205336,610,710,0
205336,296,586,1
205336,25,311,0
205337,597,27,1
205340,1093,474,0
205342,704,557,0
205343,914,547,1
205343,98,309,1
205343,288,249,1
205345,1177,143,1
205345,1033,674,0
205346,580,129,0
205347,1095,239,1
205348,548,285,1
205348,815,644,1
205348,701,142,1
205348,177,215,1
205352,922,123,0
205352,308,713,0
205354,487,3,1
205354,276,499,1
205354,1057,22,0
205356,861,489,0
205357,469,288,1
205357,494,200,0
205359,988,574,1
205360,141,187,0
205361,1086,384,0
205363,809,285,1
205364,388,610,0
205365,1120,447,1
205366,234,272,1
205368,551,716,0
205369,254,585,1
205370,748,557,0
205371,547,500,0
205372,5,450,0
205372,283,105,1
205373,582,162,0
205376,343,692,0
205379,173,481,0
205379,1033,54,0
205381,96,249,0
205384,1267,384,0
205384,960,317,0
205388,1110,156,0
205390,721,15,0
205390,19,548,0
205391,467,451,0
205391,1176,228,0
205391,1024,625,1
205391,424,415,0
205392,606,574,0
205392,606,574,0
205395,1125,97,0
205397,112,429,0
205398,582,670,1
205400,1057,685,0
205401,170,549,1
205403,747,252,0
205407,247,143,0
205407,308,152,0
205408,111,339,0
205408,44,45,1
205409,441,183,0
205409,1030,128,0
205409,804,80,0
205412,68,696,0
205413,574,129,1
205414,125,246,0
205416,642,666,0
205417,692,559,0
205418,502,298,1
205420,1243,286,0
205421,495,219,1
205421,642,701,0
205423,1271,200,1
205426,26,560,0
205428,689,555,0
205428,928,553,0
205429,844,289,0
205431,886,205,0
205433,648,173,0
205433,711,350,0
205435,1159,412,0
205436,802,142,0
205437,1255,552,0
205438,694,284,0
205439,1049,665,0
205440,677,500,0
205442,632,355,0
205442,770,298,0
205443,260,674,0
205443,575,544,0
205444,730,75,0
205445,10,245,0
205445,320,141,0
205445,226,714,0
205445,751,611,0
205449,515,265,0
205452,204,632,1
205453,470,570,1
205453,390,54,0
205453,269,499,1
205454,540,8,0
205455,511,342,0
205455,1271,649,0
205456,336,264,0
205457,902,77,0
205457,278,242,0
205458,168,340,0
205458,148,138,0
205459,1151,449,0
205459,1031,639,0
205460,1167,561,0
205461,929,2,0
205462,728,30,0
205462,775,158,0
205463,511,403,0
205463,513,634,0
205465,169,455,0
205465,391,173,0
205467,224,256,0
205467,173,574,0
205467,638,611,0
205467,128,480,0
205468,706,456,0
205469,497,637,0
205473,712,441,0
205474,1205,102,0
205474,939,310,0
205475,1108,65,0
205476,996,703,0
205476,549,510,0
205476,204,400,0
205476,537,41,0
205477,547,671,0
205478,595,580,0
205478,44,614,0
205479,765,255,0
205480,1116,27,0
205480,19,129,0
205480,485,665,0
205481,494,328,0
205481,799,78,0
205482,788,86,0
205482,1117,194,0
205482,477,326,0
205483,1215,587,0
205483,855,108,0
205484,184,481,0
205487,287,387,1
205488,426,120,0
205489,1277,556,0
205489,855,173,0
205489,280,702,0
205490,357,131,0
205490,270,526,0
205491,1103,444,0
205493,820,578,0
205494,1228,211,0
205494,829,2,0
205495,294,30,1
205495,294,30,1
205496,491,698,0
205496,338,672,0
205497,649,53,0
205498,400,182,0
205499,559,23,0
205501,709,289,0
205502,116,641,0
205503,661,483,0
205504,642,419,1
205505,1073,627,0
205505,558,341,0
205505,108,107,0
205505,1233,516,0
205507,1077,656,0
205507,1183,656,0
205507,396,96,0
205507,891,246,0
205508,602,456,0
205508,106,285,0
205509,879,462,0
205509,1279,681,0
205510,539,503,0
205510,784,496,0
205514,952,70,0
205515,776,99,0
205515,897,472,0
205516,466,519,1
205516,231,575,0
205516,1251,433,0
205518,869,368,0
205518,1072,75,0
205518,1161,324,0
205519,102,473,0
205519,243,98,0
205522,896,602,0
205522,932,234,0
205523,1046,656,0
205523,35,318,0
205527,519,191,0
205529,311,548,1
205529,285,342,0
205529,220,534,0
205530,124,469,0
205530,524,548,0
205530,952,309,0
205531,748,155,0
205531,1250,262,0
205531,1212,397,0
205533,268,497,0
205533,1030,574,0
205533,93,114,0
205533,357,663,0
205534,1157,516,0
205534,119,66,0
205534,161,672,0
205537,278,28,0
205538,590,11,0
205541,28,31,0
205541,46,279,0
205542,307,460,0
205542,518,313,0
205542,293,512,0
205543,1064,547,1
205544,240,676,0
205544,1171,658,0
205545,663,707,0
205545,1112,238,0
205546,1087,148,1
205546,1111,645,0
205548,726,239,0
205549,291,594,0
205549,424,664,0
205550,839,119,0
205551,305,643,1
205551,305,643,1
205551,949,603,0
205552,114,601,0
205553,294,259,1
205553,294,259,1
205553,92,205,0
205554,224,3,0
205554,524,3,0
205556,75,608,1
205557,471,632,1
205558,471,632,1
205558,320,590,0
205558,48,489,0
205559,1028,525,0
205561,826,23,0
205562,319,262,0
205563,118,220,0
205563,1147,429,0
205563,673,96,0
205566,1154,162,0
205566,929,487,0
205567,1056,604,1
205567,929,295,1
205567,171,625,0
205568,1234,47,0
205568,1047,158,0
205569,510,4,1
205572,725,63,0
205573,1124,634,1
205574,173,181,0
205574,458,669,0
205575,1277,334,0
205576,210,678,0
205578,166,683,0
205578,1049,195,0
205578,964,648,0
205579,1227,113,0
205580,281,164,1
205581,21,487,0
205581,441,710,0
205582,538,494,1
205582,1117,80,1
205583,63,456,0
205584,527,77,1
205585,722,597,1
205585,136,182,0
205586,454,563,0
205586,1234,74,1
205587,371,154,0
205587,582,289,0
205588,296,556,0
205589,768,449,1
205590,779,396,1
205590,503,636,0
205590,989,149,0
205591,786,476,1
205592,318,286,0
205592,665,516,1
205592,170,1,1
205592,370,241,0
205593,942,328,0
205595,1268,89,1
205595,1040,674,0
205596,93,702,0
205599,1101,444,1
205601,1184,428,1
205602,588,319,0
205602,1059,357,1
205602,306,705,0
205603,901,150,0
205604,711,614,0
205606,652,537,1
205609,101,136,0
205610,621,314,0
205611,1095,641,0
205611,68,246,0
205611,944,537,1
205612,70,669,0
205615,1115,65,1
205619,651,605,1
205619,308,507,0
205619,403,49,1
205619,366,566,0
205619,403,49,1
205620,881,552,1
205620,881,552,1
205621,1161,693,0
205621,182,616,1
205622,725,256,1
205624,1262,138,1
205624,920,662,0
205626,369,98,0
205631,1045,159,0
205632,920,478,0
205633,25,458,1
205637,877,652,0
205637,1074,511,1
205638,1221,425,0
205638,722,400,0
205640,831,630,1
205641,454,256,1
205641,838,133,0
205643,6,301,0
205649,510,116,0
205653,1171,305,1
205653,237,447,0
205653,812,667,0
205653,55,656,1
205656,852,246,0
205658,85,645,0
205662,654,52,0
205663,1093,614,0
205664,169,19,0
205664,771,340,0
205664,975,9,0
205667,328,46,1
205668,85,167,0
205670,427,437,0
205670,761,141,0
205670,244,124,0
205674,438,268,0
205674,173,254,0
205674,257,15,1
205676,945,526,1
205676,809,612,0
205679,59,55,0
205679,1030,597,0
205680,555,622,1
205681,1270,565,0
205683,116,418,0
205689,640,526,0
205689,1138,624,0
205690,1244,616,0
205693,74,453,0
205694,360,472,0
205694,354,701,0
205695,650,578,0
205696,289,651,0
205697,261,423,0
205697,1092,350,0
205697,64,654,0
205698,1076,704,0
205698,678,32,0
205699,498,470,0
205701,630,401,0
205701,1136,614,1
205703,987,83,0
205706,213,576,0
205706,390,481,0
205707,238,25,0
205707,247,400,0
205708,870,60,0
205713,199,574,0
205714,1141,580,0
205714,1237,5,0
205714,245,658,0
205714,96,161,0
205716,188,26,0
205718,241,563,0
205719,728,476,0
205723,532,194,0
205723,1104,156,0
205725,1213,354,0
205725,1072,564,0
205725,998,355,0
205725,886,481,0
205725,800,149,0
205727,770,259,0
205727,124,508,0
205727,494,512,0
205728,527,453,0
205733,1150,305,0
205733,397,274,0
205734,743,346,0
205735,1071,672,0
205737,961,184,0
205737,1139,347,0
205738,1272,561,0
205738,617,589,0
205739,899,159,0
205743,173,390,0
205743,1175,626,0
205744,359,655,0
205746,1223,606,0
205747,220,427,0
205749,1194,701,0
205750,584,194,0
205751,111,263,0
205751,1215,3,0
205753,862,608,0
205753,568,206,0
205754,484,464,0
205755,835,537,0
205756,872,484,0
205757,879,332,0
205757,418,607,0
205758,266,645,0
205760,327,442,0
205760,320,37,0
205760,764,631,0
205760,275,45,0
205762,765,163,0
205762,793,68,0
205762,146,10,0
205764,290,486,0
205765,221,328,0
205765,430,47,0
205765,499,2,0
205766,758,96,0
205767,161,422,0
205768,958,540,0
205768,448,51,0
205768,117,7,0
205768,1268,685,0
205769,875,321,0
205770,571,34,0
205770,628,343,1
205770,628,343,1
205772,728,542,0
205772,715,514,0
205772,337,372,0
205773,714,129,0
205774,121,335,1
205776,557,95,0
205777,637,423,0
205777,269,631,0
205777,278,358,1
205778,47,202,0
205778,830,496,1
205778,1098,58,1
205778,270,493,0
205778,669,225,0
205780,381,144,1
205780,952,390,0
205781,823,548,0
205781,489,681,1
205782,210,19,1
205783,276,123,0
205783,777,175,0
205783,523,6,0
205783,752,305,0
205783,848,349,0
205784,637,210,0
205784,121,287,0
205785,1263,48,0
205785,1094,411,0
205785,114,560,0
205786,312,23,0
205787,173,659,0
205787,40,509,0
205787,1031,269,0
205788,707,697,0
205788,242,66,0
205789,734,574,0
205789,53,354,0
205790,298,75,0
205790,747,674,0
205791,20,227,1
205792,749,310,0
205792,253,465,0
205794,344,547,0
205795,260,699,0
205797,302,53,0
205797,52,176,1
205798,51,662,0
205798,333,350,0
205798,1051,446,0
205798,1064,273,0
205800,317,87,0
205800,396,478,0
205800,41,290,0
205800,1267,322,0
205803,612,485,1
205805,260,34,0
205806,317,662,0
205806,666,0,1
205808,319,157,0
205808,268,496,0
205809,852,114,0
205810,361,279,0
205812,768,564,1
205813,89,646,0
205813,70,269,0
205815,491,663,1
205816,271,499,1
205818,997,641,0
205818,1062,439,0
205818,385,273,0
205819,1258,135,0
205819,351,531,0
205820,534,709,0
205823,1265,405,0
205823,660,16,1
205825,1130,91,1
205825,224,322,0
205826,235,439,0
205827,290,695,0
205827,1272,468,0
205827,762,414,0
205827,969,520,0
205827,805,670,0
205828,116,56,1
205828,716,135,1
205830,116,127,0
205831,516,705,1
205834,289,312,0
205837,146,360,0
205839,305,715,0
205839,202,490,0
205839,1192,432,1
205839,533,653,0
205840,1276,592,0
205841,652,652,0
205842,1249,150,0
205843,1177,431,1
205843,947,695,0
205843,72,549,0
205843,646,470,1
205844,740,572,0
205845,37,230,0
205845,1037,91,0
205846,1277,75,0
205848,330,210,1
205850,1054,354,1
205851,1052,475,1
205851,1004,257,1
205852,15,334,1
205853,22,495,0
205854,1139,9,0
205854,535,619,1
205854,479,88,0
205855,562,688,0
205856,876,389,1
205857,707,461,1
205857,170,41,1
205857,1073,670,1
205859,1000,338,1
205860,562,498,0
205861,247,231,1
205865,84,75,1
205865,1130,450,1
205865,421,484,1
205865,264,505,1
205867,689,176,0
205871,1119,292,1
205872,927,286,1
205872,65,354,0
205876,28,301,0
205878,577,149,1
205879,172,474,1
205879,172,474,1
205884,681,456,1
205884,24,230,0
205885,589,430,0
205890,601,261,1
205893,53,465,1
205896,1192,702,0
205897,216,230,0
205899,100,629,0
205899,1113,578,1
205899,411,241,1
205900,945,211,0
205900,76,666,0
205901,1012,21,0
205904,1022,607,0
205906,562,135,1
205906,1072,488,0
205908,773,301,0
205910,893,672,0
205910,1150,651,0
205913,684,491,0
205916,822,657,0
205919,180,281,1
205920,808,533,0
205920,308,316,0
205924,848,503,0
205929,1165,299,0
205931,129,536,0
205934,1040,463,1
205939,147,135,1
205943,46,126,1
205943,1278,242,1
205944,934,471,0
205946,268,488,1
205947,249,311,1
205947,939,547,0
205947,90,635,1
205948,928,546,1
205948,928,546,1
205949,451,480,1
205949,451,480,1
205952,1204,32,0
205953,372,400,0
205958,461,554,0
205959,562,253,0
205959,221,157,0
205961,1233,480,0
205962,996,40,0
205962,87,642,0
205962,312,537,1
205964,143,29,0
205965,964,695,0
205966,168,425,1
205970,843,285,0
205970,399,673,0
205973,992,428,1
205974,41,323,1
205975,1053,682,0
205977,320,227,0
205978,143,514,0
205981,1110,505,0
205983,304,57,0
205986,274,257,0
205988,680,130,0
205990,1069,92,0
205992,429,559,0
205992,93,359,0
205998,105,200,1
206002,390,244,0
206005,371,345,0
206005,582,217,0
206007,375,72,0
206009,207,268,0
206014,17,5,0
206018,276,287,0
206019,805,77,0
206020,1070,412,0
206020,141,269,1
206023,278,535,1
206023,293,716,0
206024,30,127,0
206025,455,64,1
206026,549,251,0
206026,70,74,1
206029,245,401,1
206030,663,650,1
206030,185,606,0
206031,71,505,0
206031,1015,707,0
206031,804,62,0
206031,428,637,0
206031,869,494,1
206032,1223,220,0
206034,470,409,0
206034,588,26,0
206034,151,345,1
206035,405,182,0
206035,121,114,0
206035,356,519,0
206036,381,269,0
206038,1001,629,1
206039,98,503,1
206039,204,62,0
206039,792,452,0
206042,76,324,0
206045,214,468,1
206046,151,274,1
206046,1027,183,0
206047,310,602,0
206048,167,276,0
206049,1064,6,0
206051,154,265,1
206051,74,403,1
206055,101,520,1
206056,1078,646,1
206056,605,53,0
206056,1141,439,1
206058,557,160,0
206059,544,718,0
206060,92,262,0
206060,614,592,0
206060,1278,475,1
206062,627,423,1
206064,194,42,0
206068,36,328,1
206072,28,86,0
206072,1170,120,0
206073,352,34,1
206076,471,14,0
206078,170,107,1
206081,199,473,0
206081,991,22,1
206082,988,331,0
206083,581,44,1
206083,888,305,0
206084,1088,215,0
206085,168,547,0
206085,315,212,0
206087,770,667,0
206087,4,445,0
206087,264,491,1
206088,1149,718,0
206089,615,291,0
206090,562,466,1
206091,455,352,0
206092,1116,165,0
206093,148,391,0
206095,440,641,1
206095,541,641,1
206095,160,77,1
206095,414,574,0
206096,707,674,0
206100,163,552,0
206101,903,418,0
206103,879,158,1
206104,1089,316,1
206105,1118,139,1
206109,269,489,1
206110,1069,650,0
206110,1117,261,1
206111,227,147,0
206113,339,215,0
206113,468,0,0
206114,950,193,1
206115,140,438,1
206115,695,684,0
206116,960,311,1
206118,416,28,1
206118,323,315,0
206119,227,522,0
206121,430,122,1
206121,820,304,0
206121,1123,650,1
206121,1123,650,1
206126,104,147,0
206126,877,719,1
206127,886,313,1
206127,886,313,1
206128,205,375,1
206129,70,613,1
206129,968,173,0
206130,615,363,0
206131,977,296,1
206131,530,666,0
206132,1091,168,1
206139,17,248,0
206140,295,193,0
206143,1032,590,1
206144,547,152,0
206144,1095,585,0
206144,282,382,0
206147,1090,435,0
206147,236,225,0
206147,885,441,0
206148,1196,164,1
206148,937,692,0
206148,103,680,0
206149,848,392,1
206150,777,173,0
206152,1053,103,1
206152,738,4,1
206152,1254,657,1
206153,861,446,0
206154,920,75,1
206154,955,424,1
206155,1154,39,1
206155,796,262,1
206155,796,262,1
206155,728,287,1
206155,580,54,1
206156,175,49,1
206156,532,201,0
206157,651,368,0
206160,851,4,0
206161,240,159,0
206163,944,587,0
206163,868,502,1
206164,858,107,0
206164,411,422,1
206164,976,615,0
206165,1276,214,1
206166,1171,74,1
206166,61,637,0
206167,1044,647,0
206169,762,442,0
206170,127,92,0
206176,465,29,0
206177,336,663,0
206178,1009,227,0
206181,805,640,0
206182,605,541,0
206182,146,633,0
206182,159,283,0
206183,420,513,0
206183,504,71,0
206184,1191,671,1
206185,662,287,1
206186,511,621,1
206188,879,445,0
206188,1120,10,0
206189,859,676,1
206189,888,346,0
206189,146,68,1
206192,841,518,1
206192,14,484,0
206192,22,102,0
206196,1095,559,1
206199,55,717,0
206200,1072,109,1
206200,514,665,0
206201,1177,677,1
206201,138,702,0
206202,616,70,1
206202,62,576,0
206203,431,120,1
206203,56,663,0
206203,431,120,1
206203,332,354,0
206205,711,52,1
206205,809,487,1
206205,201,331,0
206211,925,123,0
206211,1206,233,0
206211,573,252,1
206211,947,389,1
206211,947,389,1
206212,962,50,0
206216,1212,639,1
206216,1212,639,1
206216,896,253,1
206217,773,329,0
206217,530,581,1
206218,1166,660,1
206218,470,122,0
206219,620,126,1
206220,586,371,1
206222,941,685,0
206222,932,464,0
206222,825,297,1
206222,513,407,1
206222,513,407,1
206224,567,496,0
206224,618,174,1
206227,664,644,0
206229,347,431,1
206231,1261,10,1
206232,1145,353,1
206233,119,382,1
206234,759,579,1
206234,1024,103,0
206235,767,614,1
206237,851,392,0
206237,665,292,0
206240,947,570,0
206241,1084,470,1
206243,66,265,0
206243,49,568,0
206245,1248,626,0
206245,885,47,1
206249,261,565,0
206250,220,163,0
206252,96,691,0
206253,708,396,1
206254,983,376,0
206255,594,593,1
206259,1094,425,1
206259,895,116,0
206262,59,621,0
206262,1257,226,0
206263,922,549,0
206266,1097,327,1
206267,1265,234,0
206269,1238,72,0
206271,1087,552,0
206273,131,152,0
206273,468,697,1
206274,1062,555,1
206276,412,285,1
206280,306,524,1
206284,257,603,0
206286,1247,249,1
206289,610,351,1
206289,127,430,0
206289,287,88,0
206290,1219,573,1
206290,1219,573,1
206291,205,504,0
206292,454,694,1
206292,454,694,1
206293,79,645,0
206293,820,680,1
206295,1054,449,0
206296,836,296,1
206298,311,119,1
206300,793,230,1
206300,696,607,1
206300,1097,260,1
206300,1097,260,1
206302,631,625,0
206309,750,255,0
206309,38,15,0
206313,439,108,1
206315,629,522,1
206315,1217,131,0
206315,773,113,1
206315,921,93,1
206316,590,108,0
206316,459,583,1
206317,1029,96,1
206318,1090,122,0
206319,1020,371,1
206321,379,16,0
206322,344,498,0
206323,93,402,0
206324,282,304,0
206326,84,503,1
206327,1185,213,0
206328,425,681,0
206328,959,707,0
206331,158,692,1
206333,598,277,0
206337,189,343,0
206339,905,537,0
206339,712,700,0
206339,83,657,0
206340,1147,440,0
206341,754,178,0
206341,851,156,0
206341,811,92,1
206341,811,92,1
206343,723,236,0
206345,539,62,0
206346,13,387,0
206350,80,523,0
206354,229,554,0
206356,453,252,0
206357,680,137,0
206358,111,500,0
206358,276,576,1
206364,538,40,0
206364,769,392,1
206364,930,186,0
206364,1028,20,0
206366,1037,357,0
206366,570,213,1
206367,216,286,0
206369,128,669,0
206371,1000,513,0
206372,587,621,1
206375,167,67,0
206377,1117,527,0
206377,488,320,0
206378,971,504,0
206379,1264,626,0
206380,412,50,1
206380,976,204,0
206381,1185,186,1
206382,381,200,0
206383,807,423,1
206384,536,301,1
206385,1079,357,1
206386,917,324,0
206387,794,696,0
206389,637,454,1
206389,637,454,1
206389,377,109,0
206390,697,672,0
206390,577,248,0
206392,1128,664,1
206393,709,510,1
206394,1086,476,0
206394,1275,111,1
206395,1023,554,0
206396,69,399,1
206399,755,155,0
206399,873,80,0
206400,581,125,1
206400,965,223,0
206402,222,188,0
206402,2,713,1
206402,834,274,0
206404,870,4,1
206404,163,599,0
206404,101,606,1
206405,630,116,0
206405,986,34,0
206406,1261,160,0
206407,728,91,0
206407,104,219,1
206409,877,598,1
206409,977,219,1
206409,324,600,1
206409,723,501,1
206411,643,303,0
206412,354,73,0
206415,303,403,0
206415,390,296,1
206417,839,442,0
206417,922,497,0
206417,1191,205,0
206419,228,171,1
206420,538,718,0
206422,291,28,1
206424,1118,97,0
206426,678,90,1
206429,536,544,0
206429,1256,150,1
206433,1254,367,1
206433,1177,584,0
206433,450,190,0
206433,6,399,1
206434,955,109,0
206434,245,16,0
206435,271,495,0
206438,1176,446,0
206439,123,247,1
206440,585,169,0
206444,828,474,1
206444,936,381,0
206444,163,318,0
206445,272,497,1
206446,388,288,0
206446,858,600,1
206448,1256,173,1
206448,1013,526,0
206448,112,572,0
206450,750,482,0
206453,534,677,1
206459,922,171,1
206460,56,76,1
206460,88,648,1
206461,349,562,0
206463,931,275,1
206463,101,641,1
206466,735,677,0
206467,904,204,1
206468,893,381,1
206469,101,395,1
206472,184,392,1
206473,647,619,1
206476,951,373,1
206477,887,527,1
206479,163,11,0
206480,788,176,0
206480,825,430,1
206483,1061,425,1
206483,1061,425,1
206484,1096,229,1
206484,1096,229,1
206484,240,353,0
206484,447,706,0
206487,409,275,1
206488,832,302,1
206489,362,171,0
206491,975,42,1
206494,1116,23,1
206494,1258,512,1
206496,1147,356,1
206498,780,484,0
206498,428,581,0
206500,631,414,0
206505,779,165,0
206506,793,664,1
206506,730,682,0
206506,1106,187,1
206507,249,466,1
206508,697,182,1
206509,5,679,1
206510,48,208,0
206511,218,392,1
206512,248,541,1
206513,667,173,0
206515,1105,452,1
206515,1086,299,1
206517,628,381,1
206518,1112,692,1
206519,1225,509,1
206521,1038,233,0
206522,1153,684,0
206525,902,328,1
206526,563,232,0
206527,1019,361,1
206527,64,573,1
206529,619,125,1
206534,1151,445,0
206536,128,132,0
206537,121,296,0
206539,257,97,0
206539,609,561,0
206540,1220,671,1
206541,1206,661,0
206542,132,707,0
206542,865,676,1
206543,597,239,0
206545,880,88,0
206547,1202,573,0
206551,118,360,0
206552,1183,269,1
206557,232,583,0
206558,340,36,0
206559,1217,490,0
206560,162,446,0
206564,1180,261,0
206564,425,652,0
206564,1,701,0
206565,1247,124,0
206566,1016,654,1
206566,294,386,0
206567,934,239,0
206568,754,269,0
206568,34,573,0
206568,250,692,0
206569,659,2,1
206570,659,185,0
206573,968,672,0
206574,359,315,1
206575,368,161,0
206580,1025,33,0
206581,1063,525,0
206582,493,358,0
206582,284,372,0
206587,928,571,0
206588,221,638,0
206588,528,187,0
206588,200,491,0
206590,73,400,0
206590,74,396,1
206591,289,652,0
206592,238,479,0
206592,1144,636,0
206592,371,666,0
206592,334,119,0
206592,808,603,0
206595,331,235,0
206595,1003,421,0
206596,1123,185,0
206596,397,38,0
206598,25,391,0
206599,979,317,0
206600,571,547,0
206600,1,197,0
206601,796,399,0
206601,1276,273,1
206602,140,592,0
206604,1013,198,0
206605,361,501,1
206605,1254,215,0
206607,2,365,0
206607,1208,255,0
206607,133,195,1
206608,413,664,0
206608,171,351,0
206608,868,618,0
206609,937,588,0
206610,244,676,1
206610,84,626,0
206610,264,560,0
206612,1161,319,0
206612,563,659,0
206613,64,634,0
206613,1246,434,1
206613,604,483,1
206614,513,622,0
206615,433,179,0
206617,56,663,1
206617,39,407,0
206617,80,700,0
206619,880,98,0
206619,901,386,1
206623,830,382,0
206623,1147,511,0
206624,833,498,0
206628,1136,124,0
206629,324,40,0
206629,144,651,0
206629,704,272,0
206630,11,706,0
206630,424,362,0
206630,976,718,0
206631,939,28,0
206631,1078,171,0
206634,609,610,0
206635,358,707,0
206635,30,67,0
206636,232,261,0
206638,507,240,0
206640,496,329,0
206641,958,210,1
206641,706,40,0
206642,229,366,0
206642,865,638,0
206643,414,309,0
206643,632,501,0
206644,273,360,0
206645,1206,545,0
206645,628,199,0
206645,1257,174,0
206646,652,289,0
206646,406,651,0
206647,289,614,1
206650,914,529,0
206651,47,455,0
206652,963,207,0
206653,1225,93,0
206654,534,575,0
206655,150,468,0
206656,622,196,0
206657,11,712,0
206657,349,521,1
206659,415,51,1
206659,290,437,1
206660,1085,175,0
206660,340,280,0
206661,654,451,0
206662,1224,76,0
206662,1167,29,0
206664,595,94,0
206664,868,404,0
206664,521,573,0
206665,807,430,0
206665,1265,261,0
206666,63,92,0
206666,7,576,0
206667,94,596,0
206669,1210,635,0
206669,445,187,0
206669,1119,488,1
206670,1244,201,0
206670,623,675,0
206671,241,483,1
206671,762,381,0
206671,1100,628,0
206671,325,264,0
206672,261,603,0
206673,773,516,0
206673,866,412,0
206673,480,558,0
206676,694,176,0
206676,607,477,0
206676,587,594,0
206677,30,672,0
206677,771,68,0
206677,802,241,0
206677,470,600,1
206678,1273,355,0
206679,235,182,0
206679,496,542,0
206680,205,571,0
206682,1090,719,1
206683,1104,488,0
206683,23,211,0
206684,337,182,0
206685,517,99,1
206687,779,103,0
206687,1065,513,0
206689,874,367,1
206690,280,103,0
206693,389,476,1
206693,206,59,0
206693,907,212,0
206694,164,147,0
206696,337,24,0
206696,278,103,0
206696,623,204,1
206698,642,210,1
206698,642,210,1
206699,235,642,0
206699,245,321,0
206699,773,33,0
206700,8,371,0
206701,962,624,1
206701,1034,18,1
206701,1034,18,1
206701,1067,309,0
206701,766,233,0
206703,764,38,0
206703,513,364,0
206703,289,365,0
206704,230,613,1
206705,167,52,0
206705,1134,429,0
206706,945,644,0
206707,781,666,0
206707,877,366,0
206707,434,254,0
206708,963,180,0
206708,585,678,0
206709,1127,481,0
206710,396,531,0
206710,1154,493,1
206710,761,59,0
206712,1256,469,0
206712,1231,271,0
206714,219,653,0
206714,132,659,0
206715,36,142,0
206716,1275,589,0
206716,752,70,0
206717,101,425,1
206717,529,672,0
206718,662,422,1
206718,241,533,0
206719,501,98,0
206720,183,85,0
206721,165,564,0
206722,1257,648,0
206726,1077,192,0
206726,677,604,0
206727,635,280,0
206729,679,179,0
206729,1273,37,0
206732,175,533,0
206732,1143,528,0
206732,772,20,0
206733,178,667,0
206733,808,469,0
206734,1130,108,0
206735,365,421,0
206737,1221,652,0
206738,971,389,0
206739,466,522,0
206739,382,301,0
206740,1232,341,0
206741,909,669,0
206741,812,377,0
206742,574,599,1
206744,191,483,0
206745,1195,559,0
206746,835,681,0
206747,457,63,1
206748,1254,578,1
206748,228,414,0
206749,1030,296,0
206749,124,2,1
206749,1226,335,0
206749,1158,676,1
206753,678,611,0
206753,213,685,0
206753,220,593,0
206753,691,681,0
206754,1205,27,0
206756,1176,554,0
206757,171,525,0
206758,60,124,0
206758,1068,585,0
206759,1172,701,0
206759,237,637,0
206760,815,471,0
206761,879,0,0
206761,1171,192,1
206762,1224,14,0
206763,1023,678,0
206764,636,529,0
206765,326,202,0
206766,20,651,0
206767,116,529,0
206768,23,560,0
206770,689,56,0
206770,1090,633,1
206770,1215,521,0
206770,778,459,0
206771,625,367,0
206771,165,316,0
206772,644,493,0
206772,978,453,1
206776,1180,444,1
206777,1073,520,0
206778,1117,563,0
206779,231,105,0
206780,681,610,0
206781,493,215,0
206781,820,378,0
206781,1108,291,0
206782,200,597,1
206784,35,509,0
206784,1035,552,0
206787,1165,486,1
206787,682,395,1
206789,1112,151,0
206790,865,540,0
206790,350,29,0
206790,532,312,0
206792,518,119,0
206793,1256,120,1
206795,1168,260,0
206795,1165,603,1
206795,1228,402,0
206797,519,240,1
206797,1190,322,0
206797,32,501,0
206798,508,569,1
206799,303,479,0
206801,1262,10,0
206802,444,120,0
206804,711,255,1
206804,292,27,0
206806,1235,1,1
206806,688,208,1
206806,419,530,0
206807,130,70,0
206807,873,226,1
206808,126,647,1
206808,255,653,1
206811,510,709,1
206811,454,73,0
206811,1147,339,0
206812,1154,433,1
206815,856,576,1
206815,1171,312,0
